file,function
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase19.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase23.js,pass
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase23.js,fail
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase17.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase3.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase10.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase14.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase9.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase9.js,read
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase9.js,exists
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase6.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase12.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase12.js,exists
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase12.js,text
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase4.js,check
Scout-Report-Reviewed-2026-08-14/scripts/kill-port.js,killPort
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase1.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase5.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase13.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase13.js,exists
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase13.js,text
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase15.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase21.js,expect
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase11.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase11.js,exists
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase11.js,text
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase16.js,check
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase2.js,read
Scout-Report-Reviewed-2026-08-14/scripts/verify-phase2.js,check
Scout-Report-Reviewed-2026-08-14/previews/js/reference-mapping.js,compact
Scout-Report-Reviewed-2026-08-14/previews/js/reference-mapping.js,singular
Scout-Report-Reviewed-2026-08-14/previews/js/reference-mapping.js,resolveReferenceId
Scout-Report-Reviewed-2026-08-14/previews/js/reference-mapping.js,resolveObservationReference
Scout-Report-Reviewed-2026-08-14/server/import/master-import.service.js,batchHash
Scout-Report-Reviewed-2026-08-14/server/import/master-import.service.js,rowsToObjects
Scout-Report-Reviewed-2026-08-14/server/import/master-import.service.js,stageWorkbook
Scout-Report-Reviewed-2026-08-14/server/import/master-import.service.js,getBatch
Scout-Report-Reviewed-2026-08-14/server/import/master-import.service.js,resolveFarm
Scout-Report-Reviewed-2026-08-14/server/import/master-import.service.js,catalogCropName
Scout-Report-Reviewed-2026-08-14/server/import/master-import.service.js,resolveCrop
Scout-Report-Reviewed-2026-08-14/server/import/master-import.service.js,importReportPayload
Scout-Report-Reviewed-2026-08-14/server/import/master-import.service.js,exportSourceWorkbook
Scout-Report-Reviewed-2026-08-14/server/import/master-import.service.js,commitBatch
Scout-Report-Reviewed-2026-08-14/server/import/field-dictionary.js,getField
Scout-Report-Reviewed-2026-08-14/server/import/field-dictionary.js,listRequired
Scout-Report-Reviewed-2026-08-14/server/import/field-dictionary.js,validateDictionary
Scout-Report-Reviewed-2026-08-14/server/import/source-registry.js,getAdapter
Scout-Report-Reviewed-2026-08-14/server/import/source-registry.js,headerSet
Scout-Report-Reviewed-2026-08-14/server/import/source-registry.js,scoreAdapter
Scout-Report-Reviewed-2026-08-14/server/import/source-registry.js,detectAdapter
Scout-Report-Reviewed-2026-08-14/server/import/source-registry.js,resolveAliases
Scout-Report-Reviewed-2026-08-14/server/import/master-import.js,createBatchId
Scout-Report-Reviewed-2026-08-14/server/import/master-import.js,createRowId
Scout-Report-Reviewed-2026-08-14/server/import/master-import.js,parseNumeric
Scout-Report-Reviewed-2026-08-14/server/import/master-import.js,normalizeSourceRow
Scout-Report-Reviewed-2026-08-14/server/import/master-import.js,validateSourceRow
Scout-Report-Reviewed-2026-08-14/server/import/master-import.js,classifyObservations
Scout-Report-Reviewed-2026-08-14/server/import/master-import.js,toCanonicalHeader
Scout-Report-Reviewed-2026-08-14/server/import/master-import.js,schemaHash
Scout-Report-Reviewed-2026-08-14/server/import/normalize.js,normalizeHeader
Scout-Report-Reviewed-2026-08-14/server/import/normalize.js,normalizeBoolean
Scout-Report-Reviewed-2026-08-14/server/import/normalize.js,normalizePercent
Scout-Report-Reviewed-2026-08-14/server/import/normalize.js,normalizeDate
Scout-Report-Reviewed-2026-08-14/server/import/normalize.js,mapRow
Scout-Report-Reviewed-2026-08-14/server/import/normalize.js,validateCanonical
Scout-Report-Reviewed-2026-08-14/server/controllers/report-extension.controller.js,patchVisit
Scout-Report-Reviewed-2026-08-14/server/controllers/reference.controller.js,getReference
Scout-Report-Reviewed-2026-08-14/server/controllers/reference.controller.js,getFarms
Scout-Report-Reviewed-2026-08-14/server/controllers/reference.controller.js,getCropTypes
Scout-Report-Reviewed-2026-08-14/server/controllers/reference.controller.js,getCropVarieties
Scout-Report-Reviewed-2026-08-14/server/controllers/reference.controller.js,getPests
Scout-Report-Reviewed-2026-08-14/server/controllers/reference.controller.js,getDiseases
Scout-Report-Reviewed-2026-08-14/server/controllers/reference.controller.js,getMasterCrops
Scout-Report-Reviewed-2026-08-14/server/controllers/reference.controller.js,getStressReferences
Scout-Report-Reviewed-2026-08-14/server/controllers/master-import.controller.js,stageMasterWorkbook
Scout-Report-Reviewed-2026-08-14/server/controllers/master-import.controller.js,commitMasterWorkbook
Scout-Report-Reviewed-2026-08-14/server/controllers/master-import.controller.js,exportMasterSource
Scout-Report-Reviewed-2026-08-14/server/controllers/master-import.controller.js,getMasterImportBatch
Scout-Report-Reviewed-2026-08-14/server/controllers/workflow.controller.js,getInbox
Scout-Report-Reviewed-2026-08-14/server/controllers/workflow.controller.js,getWorkflow
Scout-Report-Reviewed-2026-08-14/server/controllers/workflow.controller.js,recipients
Scout-Report-Reviewed-2026-08-14/server/controllers/workflow.controller.js,share
Scout-Report-Reviewed-2026-08-14/server/controllers/workflow.controller.js,verify
Scout-Report-Reviewed-2026-08-14/server/controllers/verification-checklist.controller.js,get
Scout-Report-Reviewed-2026-08-14/server/controllers/verification-checklist.controller.js,update
Scout-Report-Reviewed-2026-08-14/server/controllers/dashboard.controller.js,getSnapshot
Scout-Report-Reviewed-2026-08-14/server/controllers/auth.controller.js,setAuthCookie
Scout-Report-Reviewed-2026-08-14/server/controllers/auth.controller.js,clearAuthCookie
Scout-Report-Reviewed-2026-08-14/server/controllers/auth.controller.js,authResponse
Scout-Report-Reviewed-2026-08-14/server/controllers/auth.controller.js,register
Scout-Report-Reviewed-2026-08-14/server/controllers/auth.controller.js,login
Scout-Report-Reviewed-2026-08-14/server/controllers/auth.controller.js,logout
Scout-Report-Reviewed-2026-08-14/server/controllers/auth.controller.js,me
Scout-Report-Reviewed-2026-08-14/server/controllers/canonical-observations.controller.js,assertEditable
Scout-Report-Reviewed-2026-08-14/server/controllers/canonical-observations.controller.js,create
Scout-Report-Reviewed-2026-08-14/server/controllers/canonical-observations.controller.js,list
Scout-Report-Reviewed-2026-08-14/server/controllers/canonical-observations.controller.js,full
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,exportRows
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,exportExcel
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,exportCanonicalExcel
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,importCanonicalExcel
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,importExcel
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,getReports
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,getStats
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,getReport
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,createReport
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,updateReport
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,deleteReport
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,addPestObservation
Scout-Report-Reviewed-2026-08-14/server/controllers/report.controller.js,addDiseaseObservation
Scout-Report-Reviewed-2026-08-14/server/middleware/requireSiteAuth.js,isApi
Scout-Report-Reviewed-2026-08-14/server/middleware/requireSiteAuth.js,extractToken
Scout-Report-Reviewed-2026-08-14/server/middleware/requireSiteAuth.js,requireSiteAuth
Scout-Report-Reviewed-2026-08-14/server/middleware/securityHeaders.js,securityHeaders
Scout-Report-Reviewed-2026-08-14/server/middleware/requirePageAuth.js,requirePageAuth
Scout-Report-Reviewed-2026-08-14/server/middleware/requirePageAuth.js,requirePageRole
Scout-Report-Reviewed-2026-08-14/server/middleware/errorHandler.js,errorHandler
Scout-Report-Reviewed-2026-08-14/server/middleware/rateLimit.js,createRateLimiter
Scout-Report-Reviewed-2026-08-14/server/middleware/logger.js,requestLogger
Scout-Report-Reviewed-2026-08-14/server/middleware/logger.js,logInfo
Scout-Report-Reviewed-2026-08-14/server/middleware/logger.js,logError
Scout-Report-Reviewed-2026-08-14/server/middleware/logger.js,writeLog
Scout-Report-Reviewed-2026-08-14/server/middleware/logger.js,removeUndefined
Scout-Report-Reviewed-2026-08-14/server/scripts/migrate.js,migrate
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/users.controller.js,listUsers
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/users.controller.js,updateRole
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/users.controller.js,createUser
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/users.controller.js,setPassword
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/users.controller.js,deleteUser
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,success
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,listFarms
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,getFarm
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,createFarm
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,updateFarm
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,deleteFarm
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,listCropTypes
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,getCropType
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,createCropType
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,updateCropType
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,deleteCropType
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,listCropVarieties
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,getCropVariety
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,createCropVariety
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,updateCropVariety
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,deleteCropVariety
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,listDiseases
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,getDisease
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,createDisease
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,updateDisease
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,deleteDisease
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,listPests
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,getPest
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,createPest
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,updatePest
Scout-Report-Reviewed-2026-08-14/server/controllers/admin/reference.controller.js,deletePest
previews/js/reference-mapping.js,compact
previews/js/reference-mapping.js,singular
previews/js/reference-mapping.js,resolveReferenceId
previews/js/reference-mapping.js,resolveObservationReference
server/import/master-import.service.js,batchHash
server/import/master-import.service.js,rowsToObjects
server/import/master-import.service.js,stageWorkbook
server/import/master-import.service.js,getBatch
server/import/master-import.service.js,resolveFarm
server/import/master-import.service.js,catalogCropName
server/import/master-import.service.js,resolveCrop
server/import/master-import.service.js,importReportPayload
server/import/master-import.service.js,exportSourceWorkbook
server/import/master-import.service.js,commitBatch
server/import/field-dictionary.js,getField
server/import/field-dictionary.js,listRequired
server/import/field-dictionary.js,validateDictionary
server/import/source-registry.js,getAdapter
server/import/source-registry.js,headerSet
server/import/source-registry.js,scoreAdapter
server/import/source-registry.js,detectAdapter
server/import/source-registry.js,resolveAliases
server/import/master-import.js,createBatchId
server/import/master-import.js,createRowId
server/import/master-import.js,parseNumeric
server/import/master-import.js,normalizeSourceRow
server/import/master-import.js,validateSourceRow
server/import/master-import.js,classifyObservations
server/import/master-import.js,toCanonicalHeader
server/import/master-import.js,schemaHash
server/import/normalize.js,normalizeHeader
server/import/normalize.js,normalizeBoolean
server/import/normalize.js,normalizePercent
server/import/normalize.js,normalizeDate
server/import/normalize.js,mapRow
server/import/normalize.js,validateCanonical
server/controllers/report-extension.controller.js,patchVisit
server/controllers/reference.controller.js,getReference
server/controllers/reference.controller.js,getFarms
server/controllers/reference.controller.js,getCropTypes
server/controllers/reference.controller.js,getCropVarieties
server/controllers/reference.controller.js,getPests
server/controllers/reference.controller.js,getDiseases
server/controllers/reference.controller.js,getMasterCrops
server/controllers/reference.controller.js,getStressReferences
server/controllers/master-import.controller.js,stageMasterWorkbook
server/controllers/master-import.controller.js,commitMasterWorkbook
server/controllers/master-import.controller.js,exportMasterSource
server/controllers/master-import.controller.js,getMasterImportBatch
server/controllers/workflow.controller.js,getInbox
server/controllers/workflow.controller.js,getWorkflow
server/controllers/workflow.controller.js,recipients
server/controllers/workflow.controller.js,share
server/controllers/workflow.controller.js,verify
server/controllers/verification-checklist.controller.js,get
server/controllers/verification-checklist.controller.js,update
server/controllers/dashboard.controller.js,getSnapshot
server/controllers/auth.controller.js,setAuthCookie
server/controllers/auth.controller.js,clearAuthCookie
server/controllers/auth.controller.js,authResponse
server/controllers/auth.controller.js,register
server/controllers/auth.controller.js,login
server/controllers/auth.controller.js,logout
server/controllers/auth.controller.js,me
server/controllers/canonical-observations.controller.js,assertEditable
server/controllers/canonical-observations.controller.js,create
server/controllers/canonical-observations.controller.js,list
server/controllers/canonical-observations.controller.js,full
server/controllers/report.controller.js,exportRows
server/controllers/report.controller.js,exportExcel
server/controllers/report.controller.js,exportCanonicalExcel
server/controllers/report.controller.js,importCanonicalExcel
server/controllers/report.controller.js,importExcel
server/controllers/report.controller.js,getReports
server/controllers/report.controller.js,getStats
server/controllers/report.controller.js,getReport
server/controllers/report.controller.js,createReport
server/controllers/report.controller.js,updateReport
server/controllers/report.controller.js,deleteReport
server/controllers/report.controller.js,addPestObservation
server/controllers/report.controller.js,addDiseaseObservation
server/middleware/requireSiteAuth.js,isApi
server/middleware/requireSiteAuth.js,extractToken
server/middleware/requireSiteAuth.js,requireSiteAuth
server/middleware/securityHeaders.js,securityHeaders
server/middleware/requirePageAuth.js,requirePageAuth
server/middleware/requirePageAuth.js,requirePageRole
server/middleware/errorHandler.js,errorHandler
server/middleware/rateLimit.js,createRateLimiter
server/middleware/logger.js,requestLogger
server/middleware/logger.js,logInfo
server/middleware/logger.js,logError
server/middleware/logger.js,writeLog
server/middleware/logger.js,removeUndefined
server/scripts/migrate.js,migrate
server/controllers/admin/users.controller.js,listUsers
server/controllers/admin/users.controller.js,updateRole
server/controllers/admin/users.controller.js,createUser
server/controllers/admin/users.controller.js,setPassword
server/controllers/admin/users.controller.js,deleteUser
server/controllers/admin/reference.controller.js,success
server/controllers/admin/reference.controller.js,listFarms
server/controllers/admin/reference.controller.js,getFarm
server/controllers/admin/reference.controller.js,createFarm
server/controllers/admin/reference.controller.js,updateFarm
server/controllers/admin/reference.controller.js,deleteFarm
server/controllers/admin/reference.controller.js,listCropTypes
server/controllers/admin/reference.controller.js,getCropType
server/controllers/admin/reference.controller.js,createCropType
server/controllers/admin/reference.controller.js,updateCropType
server/controllers/admin/reference.controller.js,deleteCropType
server/controllers/admin/reference.controller.js,listCropVarieties
server/controllers/admin/reference.controller.js,getCropVariety
server/controllers/admin/reference.controller.js,createCropVariety
server/controllers/admin/reference.controller.js,updateCropVariety
server/controllers/admin/reference.controller.js,deleteCropVariety
server/controllers/admin/reference.controller.js,listDiseases
server/controllers/admin/reference.controller.js,getDisease
server/controllers/admin/reference.controller.js,createDisease
server/controllers/admin/reference.controller.js,updateDisease
server/controllers/admin/reference.controller.js,deleteDisease
server/controllers/admin/reference.controller.js,listPests
server/controllers/admin/reference.controller.js,getPest
server/controllers/admin/reference.controller.js,createPest
server/controllers/admin/reference.controller.js,updatePest
server/controllers/admin/reference.controller.js,deletePest
