crop_type,variety
Dahlia,Dahlicia Lilac
Dahlia,Dahlicia Orange
Dahlia,Dahlicia Red
Dahlia,Dahlicia Rosa
Dahlia,Dahlicia Scarlet
Dahlia,Dahlicia Striped
Dahlia,Dahlicia White
Dahlia,Dahlicia Yellow
Dahlia,Dahlstar Orange
Dahlia,Dahlstar Pink
Dahlia,Dahlstar Red
Dahlia,Dahlstar Yellow
Dahlia,H1
Dahlia,H2
Dahlia,Jewel
Dahlia,Kleinbloemig Rood
Dahlia,MA-Apricot
Dahlia,MA-Burgundy
Dahlia,MA-Orange
Dahlia,MA-Pink
Dahlia,MA-Red
Dahlia,MA-Yellow
Dahlia,Magenta
Dahlia,Miya
Dahlia,P1
Dahlia,P2
Dahlia,P3
Dahlia,P4
Dahlia,P5
Dahlia,P6
Dahlia,P8
Dahlia,R1
Dahlia,Ramzon Bronze Apricot
Dahlia,Redahl Dahlietta Anna
Dahlia,Redahl Orange
Dahlia,Redahl Red
Dahlia,Redahl White
Dahlia,Rose Bicol Maggiore-HN
Dahlia,TN23
Dahlia,TN28
Dahlia,TN48
Dahlia,XXL Cactus White
Dahlia,XXL Raspberry Ice
Dahlia,XXL Sunrise
Dahlia,XXL Veracruz
Dahlia,650-02-25
Dahlia,1032-02-23
Dahlia,1024-04-23
Dahlia,353-04-25
Dahlia,1006-08-23
Dahlia,561-02-21
Dahlia,930-02-25
Dahlia,1020-02-23
Dahlia,1626-01-24
Dahlia,667-02-24
Dahlia,927-01-24
Dahlia,2804(02)24
Dahlia,2814(01)24
Dahlia,3796(01)25
Dahlia,5434(01)25
Dahlia,3405(06)25
Dahlia,2797(01)24
Dahlia,2557(01)25
Dahlia,2800(01)24
Dahlia,2810(01)24
Dahlia,2492(01)25
Dahlia,2791(02)24
Dahlia,2782(01)24
Dahlia,5435(03)25
Dahlia,2826(01)25
Dahlia,3185(02)25
Dahlia,2790(02)24
Dahlia,2555(01)25
Dahlia,3919(01)25
Dahlia,2816(01)25
Dahlia,4040(01)25
Dahlia,2795(02)24
Dahlia,2796(01)24
Dahlia,2802(02)24
Dahlia,3995(03)25
Dahlia,2555(04)25
Dahlia,2796(03)24
Dahlia,3405(08)25
Dahlia,5440(01)25
Dahlia,2811(01)24
Dahlia,2807(03)24
Dahlia,2791(03)24
Dahlia,2805(02)24
Dahlia,2790(03)24
Dahlia,5435(02)25
Dahlia,3920(02)25
Dahlia,2813(01)24
Dahlia,262(01)25
Dahlia,Majenta
Dahlia,3846(01)25
Dahlia,2788(01)24
Dahlia,2555(03)25
Dahlia,2793(01)24
Dahlia,5436(01)25
Dahlia,2801(01)24
Dahlia,2792(02)24
Dahlia,2591(01)25
Dahlia,484(01)
Dahlia,2799(02)24
Dahlia,3730(01)25
Dahlia,3881(01)25
Dahlia,2493(01)23
Dahlia,2725(01)24
Dahlia,2048(02)24
Dahlia,2619(01)24
Dahlia,1517-02-24
Dahlia,3405(01)25
Dahlia,3101(01)25
Dahlia,3872(01)25
Dahlia,5438(01)25
Dahlia,3961(01)25
Dahlia,2786(01)24
Dahlia,3559(01)25
Dahlia,2806(01)24
Dahlia,2785(01)24
Dahlia,2783(01)24
Dahlia,2679(02)25
Dahlia,15(01)25
Dahlia,2713(01)24
Dahlia,1538(01)25
Dahlia,2426(01)24
Dahlia,960(02)25
Dahlia,2279(01)24
Dahlia,151-01-25
Dahlia,3847(01)25
Dahlia,2534(01)25
Dahlia,3571(01)25
Dahlia,1625(01)24
Dahlia,1461(01)24
Dahlia,2489(01)24
Dahlia,2024(01)24
Dahlia,2264(01)24
Dahlia,2779(01)24
Dahlia,2794(01)24
Dahlia,2781(01)24
Dahlia,2808(01)24
Dahlia,2388(01)25
Dahlia,2425(03)24
Dahlia,1518(01)24
Delosperma,echinatum Green
Delosperma,echinatum Yellow
Delosperma,lehmannii
Dianella,blue Stream
Dianella,revoluta Coolvista
Dischidia,77110001
Dischidia,77110002
Dischidia,oiantha
Dischidia,oiantha variegata
Dischidia,ovata Watermelon
Dischidia,ovata White Stripe
Dischidia,ruscifolia
Dizygotheca,elegantissima
Dizygotheca,elegantissima ´Bianca´
Draceana,Fragans
Draceana,Lemon Surprise
Draceana,Malaika
Dudleya,77330001
Dudleya,77330002
Dudleya,77330003
Dudleya,greenei
Dudleya,virens
Echeveria,21-26
Echeveria,77120001
Echeveria,77120002
Echeveria,77120003
Echeveria,77120004
Echeveria,77120005
Echeveria,77120006
Echeveria,77120007
Echeveria,77120008
Echeveria,77120009
Echeveria,77120010
Echeveria,77120011
Echeveria,77120012
Echeveria,77120013
Echeveria,77120014
Echeveria,77120015
Echeveria,77120016
Echeveria,77120017
Echeveria,77120018
Echeveria,77120019
Echeveria,77120020
Echeveria,77120021
Echeveria,77120022
Echeveria,77120023
Echeveria,77120024
Echeveria,77120025
Echeveria,77120026
Echeveria,77120027
Echeveria,77120028
Echeveria,77120029
Echeveria,77120030
Echeveria,77120031
Echeveria,77120032
Echeveria,77120033
Echeveria,77120034
Echeveria,77120035
Echeveria,77120036
Echeveria,77120037
Echeveria,77120038
Echeveria,77120039
Echeveria,77120040
Echeveria,77120041
Echeveria,77120042
Echeveria,77120043
Echeveria,77120044
Echeveria,77120045
Echeveria,77120046
Echeveria,77120047
Echeveria,77120048
Echeveria,77120049
Echeveria,77120050
Echeveria,77120051
Echeveria,77120052
Echeveria,77120053
Echeveria,77120054
Echeveria,77120055
Echeveria,77120056
Echeveria,77120057
Echeveria,77120058
Echeveria,77120059
Echeveria,77120060
Echeveria,77120061
Echeveria,77120062
Echeveria,77120063
Echeveria,77120064
Echeveria,77120065
Echeveria,77120066
Echeveria,77120067
Echeveria,77120068
Echeveria,77120069
Echeveria,77120070
Echeveria,77120071
Echeveria,77120072
Echeveria,77120073
Echeveria,77120074
Echeveria,77120075
Echeveria,77120076
Echeveria,77120077
Echeveria,77120078
Echeveria,77120079
Echeveria,77120080
Echeveria,77120081
Echeveria,77120082
Echeveria,77120083
Echeveria,77120084
Echeveria,77120085
Echeveria,77120086
Echeveria,77120087
Echeveria,77120088
Echeveria,77120089
Echeveria,77120090
Echeveria,77120091
Echeveria,77120092
Echeveria,77120093
Echeveria,77120094
Echeveria,77120095
Echeveria,77120096
Echeveria,77120097
Echeveria,77120098
Echeveria,77120099
Echeveria,77120100
Echeveria,77120101
Echeveria,77120102
Echeveria,77120103
Echeveria,77120104
Echeveria,77120105
Echeveria,77120106
Echeveria,77120107
Echeveria,77120108
Echeveria,77120109
Echeveria,77120110
Echeveria,77120111
Echeveria,77120112
Echeveria,77120113
Echeveria,77120114
Echeveria,77120115
Echeveria,77120116
Echeveria,77120117
Echeveria,77120118
Echeveria,77120119
Echeveria,77120120
Echeveria,77120121
Echeveria,77120122
Echeveria,77120123
Echeveria,77120124
Echeveria,77120125
Echeveria,77120126
Echeveria,77120127
Echeveria,77120128
Echeveria,77120129
Echeveria,77120130
Echeveria,77120131
Echeveria,77120132
Echeveria,77120133
Echeveria,77120134
Echeveria,77120135
Echeveria,77120136
Echeveria,77120137
Echeveria,77120138
Echeveria,77120139
Echeveria,77120140
Echeveria,77120141
Echeveria,77120143
Echeveria,77120145
Echeveria,77120146
Echeveria,77120147
Echeveria,77120148
Echeveria,77120149
Echeveria,77120150
Echeveria,77120151
Echeveria,77120152
Echeveria,77120153
Echeveria,77120154
Echeveria,77120155
Echeveria,77120156
Echeveria,77120157
Echeveria,77120158
Echeveria,77120159
Echeveria,77120160
Echeveria,77120161
Echeveria,77120162
Echeveria,77120163
Echeveria,77120164
Echeveria,77120165
Echeveria,77120166
Echeveria,77120167
Echeveria,77120168
Echeveria,77120169
Echeveria,77120170
Echeveria,77120171
Echeveria,77120172
Echeveria,77120173
Echeveria,77120174
Echeveria,77120175
Echeveria,77120176
Echeveria,77120177
Echeveria,77120178
Echeveria,77120179
Echeveria,77120180
Echeveria,77120181
Echeveria,77120182
Echeveria,77120183
Echeveria,77120184
Echeveria,77120185
Echeveria,77120186
Echeveria,77120187
Echeveria,77120188
Echeveria,77120189
Echeveria,77120190
Echeveria,77120191
Echeveria,77120192
Echeveria,77120193
Echeveria,77120194
Echeveria,77120195
Echeveria,77120196
Echeveria,77120197
Echeveria,77120198
Echeveria,77120199
Echeveria,77120200
Echeveria,77120201
Echeveria,77120202
Echeveria,77120203
Echeveria,77120204
Echeveria,77120205
Echeveria,77120206
Echeveria,77120207
Echeveria,77120208
Echeveria,77120209
Echeveria,77120210
Echeveria,77120211
Echeveria,77120212
Echeveria,77120213
Echeveria,77120214
Echeveria,77120215
Echeveria,77120216
Echeveria,77120217
Echeveria,77120218
Echeveria,77120219
Echeveria,77120220
Echeveria,77120221
Echeveria,77120222
Echeveria,77120223
Echeveria,77120224
Echeveria,77120225
Echeveria,77120226
Echeveria,77120227
Echeveria,77120228
Echeveria,77120229
Echeveria,77120230
Echeveria,77120231
Echeveria,77120232
Echeveria,77120233
Echeveria,77120234
Echeveria,77120235
Echeveria,77120236
Echeveria,77120237
Echeveria,77120238
Echeveria,77120239
Echeveria,77120240
Echeveria,77120241
Echeveria,77120242
Echeveria,77120243
Echeveria,77120244
Echeveria,77120245
Echeveria,77120246
Echeveria,77120247
Echeveria,77120248
Echeveria,77120249
Echeveria,77120250
Echeveria,77120251
Echeveria,77120252
Echeveria,77120253
Echeveria,77120254
Echeveria,77120255
Echeveria,77120256
Echeveria,77120257
Echeveria,77120258
Echeveria,77120259
Echeveria,77120260
Echeveria,77120261
Echeveria,77120262
Echeveria,77120263
Echeveria,77120264
Echeveria,77120265
Echeveria,77120266
Echeveria,77120267
Echeveria,77120268
Echeveria,77120269
Echeveria,77120270
Echeveria,77120271
Echeveria,77120272
Echeveria,77120273
Echeveria,77120274
Echeveria,77120275
Echeveria,77120277
Echeveria,77120278
Echeveria,77120279
Echeveria,77120280
Echeveria,77120281
Echeveria,77120282
Echeveria,77120283
Echeveria,77120284
Echeveria,77120285
Echeveria,77120286
Echeveria,77120287
Echeveria,77120288
Echeveria,77120289
Echeveria,77120290
Echeveria,77120291
Echeveria,77120292
Echeveria,77120293
Echeveria,77120294
Echeveria,77120295
Echeveria,77120296
Echeveria,77120297
Echeveria,77120298
Echeveria,77120299
Echeveria,77120300
Echeveria,77120301
Echeveria,77120302
Echeveria,77120303
Echeveria,77120304
Echeveria,77120305
Echeveria,77120306
Echeveria,77120307
Echeveria,77120308
Echeveria,77120309
Echeveria,77120310
Echeveria,77120311
Echeveria,77120312
Echeveria,77120313
Echeveria,77120314
Echeveria,77120315
Echeveria,77120316
Echeveria,77120317
Echeveria,77120318
Echeveria,77120319
Echeveria,77120320
Echeveria,77120321
Echeveria,77120322
Echeveria,77120323
Echeveria,77120324
Echeveria,77120325
Echeveria,77120326
Echeveria,77120327
Echeveria,77120328
Echeveria,77120329
Echeveria,77120330
Echeveria,77120331
Echeveria,77120332
Echeveria,77120333
Echeveria,77120334
Echeveria,77120335
Echeveria,77120336
Echeveria,77120337
Echeveria,77120338
Echeveria,77120339
Echeveria,77120340
Echeveria,77120341
Echeveria,77120342
Echeveria,77120343
Echeveria,77120344
Echeveria,77120345
Echeveria,77120346
Echeveria,77120347
Echeveria,77120348
Echeveria,77120349
Echeveria,77120350
Echeveria,77120351
Echeveria,77120352
Echeveria,77120353
Echeveria,77120354
Echeveria,77120355
Echeveria,77120356
Echeveria,77120357
Echeveria,77120358
Echeveria,77120359
Echeveria,77120360
Echeveria,77120361
Echeveria,77120362
Echeveria,77120363
Echeveria,77120364
Echeveria,77120365
Echeveria,77120366
Echeveria,77120367
Echeveria,77120368
Echeveria,77120369
Echeveria,77120370
Echeveria,77120371
Echeveria,77120372
Echeveria,77120373
Echeveria,77120374
Echeveria,77120375
Echeveria,77120376
Echeveria,77120377
Echeveria,77120378
Echeveria,77120379
Echeveria,77120380
Echeveria,77120381
Echeveria,77120382
Echeveria,77120383
Echeveria,77120384
Echeveria,77120385
Echeveria,77120386
Echeveria,77120387
Echeveria,77120388
Echeveria,77120389
Echeveria,77120390
Echeveria,77120391
Echeveria,77120392
Echeveria,77120393
Echeveria,77120394
Echeveria,77120395
Echeveria,77120396
Echeveria,77120397
Echeveria,77120398
Echeveria,77120399
Echeveria,77120400
Echeveria,77120401
Echeveria,77120402
Echeveria,77120403
Echeveria,77120404
Echeveria,77120405
Echeveria,77120406
Echeveria,77120407
Echeveria,77120408
Echeveria,77120409
Echeveria,77120410
Echeveria,77120411
Echeveria,77120412
Echeveria,77120413
Echeveria,77120414
Echeveria,77120415
Echeveria,77120416
Echeveria,77120417
Echeveria,77120418
Echeveria,77120419
Echeveria,77120420
Echeveria,77120421
Echeveria,77120422
Echeveria,77120423
Echeveria,77120424
Echeveria,77120425
Echeveria,77120426
Echeveria,77120427
Echeveria,77120428
Echeveria,77120429
Echeveria,77120430
Echeveria,77120431
Echeveria,77120432
Echeveria,77120433
Echeveria,77120434
Echeveria,77120435
Echeveria,77120436
Echeveria,77120437
Echeveria,77120438
Echeveria,77120439
Echeveria,77120440
Echeveria,77120441
Echeveria,77120442
Echeveria,77120443
Echeveria,77120444
Echeveria,77120445
Echeveria,77120446
Echeveria,77120447
Echeveria,77120448
Echeveria,77120449
Echeveria,77120450
Echeveria,77120451
Echeveria,Acoustic
Echeveria,Aerobic
Echeveria,Algoz
Echeveria,Alita
Echeveria,Amado
Echeveria,Amistad
Echeveria,Amor
Echeveria,Angelic
Echeveria,Arco
Echeveria,Arctic
Echeveria,Artistic
Echeveria,Asante Sana
Echeveria,Atlantic
Echeveria,Atlantis
Echeveria,Atomic
Echeveria,Aurora
Echeveria,Authentic
Echeveria,Azul
Echeveria,Babaric
Echeveria,Baby Face
Echeveria,Barca
Echeveria,Bella
Echeveria,Ben Badis
Echeveria,Big Lilac
Echeveria,Big Surprise
Echeveria,Black Madiba
Echeveria,Blue
Echeveria,Blue Minima
Echeveria,Blue Prince
Echeveria,Blue Speed
Echeveria,Blue Star
Echeveria,Blue Success
Echeveria,Blue Sunshine
Echeveria,Bluebird
Echeveria,Boeil
Echeveria,Boeil Rose
Echeveria,Bonita rotunda
Echeveria,Branco
Echeveria,Brown Rose
Echeveria,Bubba
Echeveria,Bumpy Road
Echeveria,California Queen
Echeveria,Carino
Echeveria,Castelo Branco
Echeveria,Celestic
Echeveria,Ceramic
Echeveria,Cherio
Echeveria,Chico
Echeveria,Chroma
Echeveria,Chubbs
Echeveria,Churro
Echeveria,Cielo
Echeveria,Cinematic
Echeveria,Classic
Echeveria,Colorswift
Echeveria,Comic
Echeveria,Corazon
Echeveria,Costa
Echeveria,Cryptic
Echeveria,Culibra
Echeveria,Curly Edge
Echeveria,Curve
Echeveria,Dark Rose
Echeveria,Debbie
Echeveria,Dicks´ Pink
Echeveria,Dorothy
Echeveria,Dramatic
Echeveria,Drastic
Echeveria,Dura
Echeveria,Dusty Rose
Echeveria,Dynamic
Echeveria,Early Sunrise
Echeveria,Eccentric
Echeveria,Echoc
Echeveria,Electric
Echeveria,Elica
Echeveria,Encino
Echeveria,Esoteric
Echeveria,Estrella
Echeveria,Evora Campo
Echeveria,Exotic
Echeveria,Fantastic
Echeveria,Fantastic Fountain
Echeveria,Fiesta
Echeveria,Fiona
Echeveria,Forte
Echeveria,Frantic
Echeveria,Fred Ives
Echeveria,Fred Ives variegata
Echeveria,Fury
Echeveria,Futuristic
Echeveria,Galactic
Echeveria,Gallo
Echeveria,Garotto
Echeveria,Giant Blue
Echeveria,Gothika
Echeveria,Grande Cinza
Echeveria,Green Touch
Echeveria,Grosso
Echeveria,Guapa
Echeveria,Hanabijn
Echeveria,Harmonic
Echeveria,Heroic
Echeveria,Holistic
Echeveria,Hyperbolic
Echeveria,Hypnotic
Echeveria,Iconic
Echeveria,Idyllic
Echeveria,Ionic
Echeveria,Jasiri
Echeveria,Joan Daniel
Echeveria,Kicheriana
Echeveria,Kinetic
Echeveria,King Midas
Echeveria,Kirov
Echeveria,Lilac Spoon
Echeveria,Lilac Wonder
Echeveria,Linda
Echeveria,Linn
Echeveria,Lola
Echeveria,Lotus
Echeveria,Lovely Grey
Echeveria,Lovely Rose
Echeveria,Lulu
Echeveria,Lyric
Echeveria,Machette
Echeveria,Madiba
Echeveria,Magic
Echeveria,Majestic
Echeveria,Manana
Echeveria,Mariposa
Echeveria,Marmerata
Echeveria,Marrom
Echeveria,Melaco
Echeveria,Menina
Echeveria,Mexicana
Echeveria,Mimic
Echeveria,Moonshine
Echeveria,Morango
Echeveria,Morning Dew
Echeveria,Mystic
Echeveria,Nana Hakumini
Echeveria,New Black
Echeveria,Nina
Echeveria,Nostalgic
Echeveria,Oceanic
Echeveria,Opalina
Echeveria,Orpet
Echeveria,Pacific
Echeveria,Painters´ Pallette
Echeveria,Panoramic
Echeveria,Parasol Rose
Echeveria,Parva
Echeveria,Pearl of Neurenberg
Echeveria,Pequeno
Echeveria,Pinguin
Echeveria,Pink Circle
Echeveria,Pink Donna
Echeveria,Pink Edge
Echeveria,Pink Ruby
Echeveria,Pink Trumpet
Echeveria,Platonic
Echeveria,Poetic
Echeveria,Pollux
Echeveria,Ponto Rosa
Echeveria,Preta
Echeveria,Princess
Echeveria,Pumila
Echeveria,Punnita
Echeveria,Purple Dance
Echeveria,Purple Pearl
Echeveria,Raindrop
Echeveria,Ramilette
Echeveria,Red Beauty
Echeveria,Red Edge
Echeveria,Red Pearl
Echeveria,Red Sky
Echeveria,Rejoice
Echeveria,Rhythmic
Echeveria,Rizo
Echeveria,Road Runner
Echeveria,Romance
Echeveria,Romantic
Echeveria,Rosetta Cariba
Echeveria,Rosetta Dama Rosa
Echeveria,Rosetta Gelado
Echeveria,Rosetta Nege
Echeveria,Rosetta Olive
Echeveria,Rosetta Serra
Echeveria,Rosetta Tiara
Echeveria,Rosetta Trangilo
Echeveria,Rustic
Echeveria,Salsa Verde
Echeveria,Samba
Echeveria,Sara
Echeveria,Scenic
Echeveria,Seitan Botan
Echeveria,Setorum Victor
Echeveria,Silver Shine
Echeveria,Silves
Echeveria,Spark
Echeveria,Spheric
Echeveria,Spotlight
Echeveria,Spring Jade
Echeveria,Starlight
Echeveria,Stylistic
Echeveria,Summer
Echeveria,Super Blue
Echeveria,Supersonic
Echeveria,Swallow
Echeveria,Swirl
Echeveria,Symbolic
Echeveria,Symmetric
Echeveria,Taco
Echeveria,Tapalpa
Echeveria,Tectonic
Echeveria,Terrific
Echeveria,Tigela
Echeveria,Tippy
Echeveria,Titanic
Echeveria,Toggle
Echeveria,Torro
Echeveria,Tortuga
Echeveria,Tragic
Echeveria,Trompette
Echeveria,Tropic
Echeveria,Tunes
Echeveria,Ultrasonic
Echeveria,Unrealistic
Echeveria,Vader
Echeveria,Verde Apuntar
Echeveria,Vienna
Echeveria,Violet
Echeveria,Volcanic
Echeveria,White Minima
Echeveria,Yummie
Echeveria,affinis
Echeveria,agavoides
Echeveria,agavoides Christmas
Echeveria,agavoides Dark Green
Echeveria,agavoides Ebony
Echeveria,agavoides Emerald
Echeveria,agavoides Lemaire
Echeveria,agavoides Miranda
Echeveria,agavoides Mont
Echeveria,agavoides Salmon
Echeveria,amoena
Echeveria,canadian
Echeveria,ebony Mendozae
Echeveria,elegans
Echeveria,elegans Hybrid
Echeveria,hookerii
Echeveria,laulensis
Echeveria,lilacina
Echeveria,moranii
Echeveria,nodulosa
Echeveria,nodulosa Arrow Shaped
Echeveria,nodulosa Benitsukasa
Echeveria,peacockii
Echeveria,pelusida
Echeveria,pulvinata
Echeveria,pulvinata Frosty
Echeveria,purpusorum
Echeveria,purpusorum Green Gilva
Echeveria,purpusorum White
Echeveria,runyonii Blue
Echeveria,runyonii Red
Echeveria,runyonii Topsy Turvy
Echeveria,scheideckeri
Echeveria,setosa
Echeveria,shaviana Blue
Echeveria,shaviana Green
Echeveria,spp
Echeveria,strictaflora
Echeveria,texensis Zaragosa
Echeveria,tobarensis
Echeveria,tolimanensis Dark Red
Echeveria,Appletini
Echeveria,Berries blue
Echeveria,Mint marvel
Echeveria,Gold Rush
Echeveria,Gold mugget
Echeveria,Cranberry cocktail
Echeveria,Chocolate kiss
Echeveria,cosmic candy
Echeveria,Grape Galaxy
Echeveria,Powdered pastry
Echeveria,Cherries Jubilee
Echeveria,Sugar Shimmer
Echeveria,Silver suede
Echeveria,Frangilio
Echeveria,22-G
Echeveria,Silver Smile
Echeveria,Buddhas Temple
Echeveria,Big Head
Echeveria,Furry
Echeveria,Mars
Echeveria,21(07)
Echeveria,21(44)
Echeveria,Saint paulina
Echeveria,Hottental
Echeveria,Starfire
Echeveria,Wheels of variation
Echeveria,Velour
Epipremnum,Cebu Blue
Epipremnum,Glacier
Epipremnum,Golden Photos
Epipremnum,Marble Queen
Epipremnum,Marble Variegata
Episcia,Black
Episcia,Green
Episcia,Maroon
Episcia,Pink Shimmering Valley
Episcia,Red
Episcia,Silver
Episcia,Silver Green
Episcia,cupreata Copper
Episcia,cupreata Platinum
Episcia,cupreata Silver
Episcia,77460009
Episcia,77460007
Episcia,77460008
Eucomis,Dweuch 01
Euonymus,Aureomarginata
Euonymus,Extravaganza
Euonymus,Goldqueen
Euonymus,Green
Euonymus,Green Rocket
Euonymus,Green Spire
Euonymus,Harlequin
Euonymus,Kathy
Euonymus,Lemon Green
Euonymus,Luna
Euonymus,Marieke
Euonymus,Microphylla Albovariegata
Euonymus,Microphylla Aureavariegata
Euonymus,Microphylla Green
Euonymus,Microphylla Silver Christa
Euonymus,Microphylla Sylke
Euonymus,Microphylla Yellow
Euonymus,Pierrolino
Euonymus,japonicus White Spire
Euonymus,micro albo
Euonymus,micro aurea
Euonymus,micro gold
Euonymus,micro wit
Euonymus,Em Gold
Euonymus,Em Galety
Euphorbia,Milii Vulcanus
Euphorbia,Pandora
Euphorbia,Vesta
Euphorbia,milii Anthena
Euphorbia,milii Canary
Euphorbia,milii Cardinal
Euphorbia,milii Hermes
Euphorbia,milii Hestia
Euphorbia,milii NR 144
Euphorbia,milii NR 520
Euphorbia,milii NR 602
Euphorbia,milii NR 607
Euphorbia,milii NR 608
Euphorbia,milii NR 650
Euphorbia,milii NR 667
Euphorbia,milii NR 668
Euphorbia,milii Neptunes
Euphorbia,milii Venus
Fargesia,Asian Wonder
Fargesia,Muriela Rufa
Fatsia,aka Fatshedera lizei green
Fatsia,aka Fatshedera lizei variegata
Felicia,44470
Felicia,233-01-23
Felicia,44957
Felicia,401-01-22
Felicia,101-10-21
Felicia,2023-01-31 00:00:00
Ficus,Lyrata
Ficus,P U
Ficus,pumila Green
Ficus,pumila Variegata
Fittonia,1
Fittonia,2
Fittonia,3
Fittonia,4
Fittonia,Bubble Green
Fittonia,Jolly Lemon
Fittonia,Mini Whisper
Fittonia,Mosaic Pink Forest
Fittonia,Mosaic Pink Tiger
Fittonia,Mosaic Skeleton
Fittonia,Mosaic White Forest Flame
Fittonia,Mosaic white Tiger
Fittonia,Zalm Forest Flame
Fittonia,Zalm Ruby Lime
Fittonia,verschaffeltii Albivenis
Fittonia,verschaffeltii Pink
Fittonia,verschaffeltii Red
Fittonia,77410017
Fittonia,77410022
Fittonia,77410024
Fittonia,77410019
Fittonia,77410016
Fittonia,77410005
Fittonia,77410004
Fittonia,77410013
Fittonia,77410003
Fittonia,77410002
Fittonia,77410001
Fittonia,77410011
Fuchsia,Fuchsia ssp
Gallium,Odoration
Gasteria,77130001
Gasteria,77130002
Gasteria,77130003
Gasteria,77130004
Gasteria,Caleidoscope
Gasteria,Caleidoscope (Green Ice)
Gasteria,Lady Marian
Gasteria,Robin
Gasteria,Sherwood
Gasteria,Solana
Gasteria,batesiana Antonio
Gasteria,batesiana Aveo
Gasteria,batesiana Little Warty
Gasteria,batesiana Mufasa
Gasteria,batesiana Romeo
Gasteria,batesiana hybrid
Gasteria,bicolor Triceratops Skin
Gasteria,bicolor Tyrannosaurus Rex Skin
Geranium,Biokovo
Graptoveria,77340001
Graptoveria,77340002
Graptoveria,tibubans variegata
Gynura,aurantiaca
Haworthia,77140001
Haworthia,77140002
Haworthia,77140003
Haworthia,77140004
Haworthia,77140005
Haworthia,77140006
Haworthia,77140007
Haworthia,77140008
Haworthia,77140009
Haworthia,77140010
Haworthia,77140011
Haworthia,77140012
Haworthia,77140013
Haworthia,77140014
Haworthia,77140015
Haworthia,77140016
Haworthia,77140017
Haworthia,77140018
Haworthia,77140019
Haworthia,77140020
Haworthia,77140021
Haworthia,77140022
Haworthia,77140023
Haworthia,77140024
Haworthia,77140025
Haworthia,77140026
Haworthia,77140027
Haworthia,77140028
Haworthia,77140029
Haworthia,77140030
Haworthia,77140031
Haworthia,77140032
Haworthia,77140034
Haworthia,77140035
Haworthia,77140036
Haworthia,77140037
Haworthia,77140038
Haworthia,77140039
Haworthia,77140040
Haworthia,77140041
Haworthia,77140042
Haworthia,77140043
Haworthia,77140044
Haworthia,77140045
Haworthia,Bushman
Haworthia,Hippo
Haworthia,Rafiki
Haworthia,Royal Highness
Haworthia,Savanna
Haworthia,attenuata Concolor
Haworthia,coarctata
Haworthia,cooperi
Haworthia,cooperi variegata
Haworthia,fasciata Bella
Haworthia,fasciata Big Band
Haworthia,fasciata Cape Town
Haworthia,fasciata Green
Haworthia,fasciata Hybrid
Haworthia,fasciata Magnificus
Haworthia,fasciata Super Big Band
Haworthia,fasciata Super Fasciata
Haworthia,fasciata Universe
Haworthia,herbacea
Haworthia,limifolia
Haworthia,limifolia Twister
Haworthia,pentagona
Haworthia,pentagona West Jogo
Haworthia,pentagona variegata
Haworthia,retusa
Haworthia,tessallata
Hedera,algeriensis Gloire de Marengo
Hedera,helix
Hedera,helix Brigitte
Hedera,helix Curly
Hedera,helix Diny
Hedera,helix Elja
Hedera,helix Esther
Hedera,helix Eva
Hedera,helix Evergreen
Hedera,helix Gitte
Hedera,helix Goldchild
Hedera,helix Golden Inge
Hedera,helix Golden Jytte
Hedera,helix Golden Kolibri
Hedera,helix Green Wonder
Hedera,helix Harlequin
Hedera,helix Hestor
Hedera,helix Jacobine
Hedera,helix Lady Kay
Hedera,helix Lingusta
Hedera,helix Mathilde
Hedera,helix Mein Herz
Hedera,helix Mini Esther
Hedera,helix Mini Kolibri
Hedera,helix Mini Wonder
Hedera,helix Mint Kolibri
Hedera,helix Monalisa
Hedera,helix Monty
Hedera,helix Pittsburgh
Hedera,helix Ripple Green
Hedera,helix Shamrock
Hedera,helix Sjoelle
Hedera,helix Spetchley
Hedera,helix Sweetheart
Hedera,helix Tamara
Hedera,helix White Ripple
Hedera,helix White Wonder
Hedera,helix Woerner
Hedera,helix Wonder
Hedera,helix Yellow Ripple
Hedera,hibernica
Hedera,Hilux
Hedera,Gazania
Hibiscus,P1
Hibiscus,P10
Hibiscus,P11
Hibiscus,P12
Hibiscus,P13
Hibiscus,P14
Hibiscus,P15
Hibiscus,P16
Hibiscus,P17
Hibiscus,P18
Hibiscus,P19
Hibiscus,P2
Hibiscus,P4
Hibiscus,P5
Hibiscus,P6
Hibiscus,P7
Hibiscus,P8
Hibiscus,P9
Hibiscus,Pink
Hibiscus,Red
Hibiscus,Pacific fire
Hibiscus,Pink dream
Hibiscus,wela red
Hibiscus,Hawai
Hibiscus,Cairo apricot
Hibiscus,Cairo rosa
Hibiscus,Cairo white
Hibiscus,Classic Rosa
Hibiscus,Pearl Eve
Hibiscus,Figian Snowwhite
Hibiscus,Surf
Hibiscus,Passion Red
Hibiscus,Passion Orange
Hibiscus,Classic Red
Hibiscus,Passion oben white
Hibiscus,Passion aeminbeleg
Hibiscus,Cairo blanco
Hibiscus,Arnuttianus
Hibiscus,Red Fire
Hibiscus,Dobelt Blomst
Hibiscus,Cairo Apricot Eye
Hibiscus,Safari
Hibiscus,Passion B
Hibiscus,Passion yellow
Hibiscus,Passion Rosa
Hibiscus,Hawai Bio6
Hibiscus,923
Hibiscus,Tivoli
